mass,total_width,bb,tautau,mumu,cc,ss,tt,gg,gammagamma,Zgamma,WW,ZZ,4l_l_any,4l_l_e_mu,4e,2e2mu,2l2nu_l_any_nu_any,2l2nu_l_e_mu_nu_any,enue_enue,enue_munumu,2l2q_l_any_q_any,2l2q_l_e_mu_q_any,lnuqq_l_any_q_any,lnuqq_l_e_mu_q_any,2nu2q_nu_any_q_any,4f_f_any
122.6,0.00377,6.13E-01,6.69E-02,0.000232,0.0309,0.000262,0,0.0873,0.00226,0.00133,0.177,0.021,0.00022,0.0000995,0.0000262,0.000047,0.0193,0.00869,0.00207,0.00209,0.00293,0.00196,0.026,0.00585,0.09,0.197
122.7,0.00378,6.11E-01,6.67E-02,0.000231,0.0308,0.000261,0,0.0873,0.00226,0.00134,0.179,0.0212,0.000222,0.0001,0.0000265,0.0000475,0.0194,0.00876,0.00209,0.0021,0.00296,0.00198,0.0262,0.00591,0.0908,0.199
122.8,0.00379,6.10E-01,6.66E-02,0.000231,0.0308,0.00026,0,0.0872,0.00227,0.00135,0.18,0.0214,0.000224,0.000101,0.0000267,0.000048,0.0196,0.00884,0.00211,0.00212,0.00299,0.002,0.0264,0.00597,0.0916,0.2
122.9,0.00381,6.08E-01,6.64E-02,0.00023,0.0307,0.00026,0,0.0872,0.00227,0.00136,0.182,0.0216,0.000226,0.000102,0.000027,0.0000485,0.0198,0.00891,0.00212,0.00214,0.00302,0.00202,0.0266,0.00603,0.0923,0.202
123.0,0.00382,6.07E-01,6.63E-02,0.00023,0.0306,0.000259,0,0.0871,0.00227,0.00136,0.183,0.0218,0.000229,0.000103,0.0000272,0.000049,0.0199,0.00899,0.00214,0.00216,0.00306,0.00204,0.0268,0.0061,0.0931,0.204
123.1,0.00383,6.05E-01,6.61E-02,0.000229,0.0306,0.000258,0,0.0871,0.00227,0.00137,0.185,0.022,0.000231,0.000104,0.0000275,0.0000494,0.0201,0.00906,0.00216,0.00217,0.00309,0.00206,0.027,0.00616,0.0939,0.206
123.2,0.00384,6.04E-01,6.60E-02,0.000229,0.0305,0.000258,0,0.087,0.00227,0.00138,0.186,0.0222,0.000233,0.000105,0.0000278,0.0000499,0.0203,0.00914,0.00218,0.00219,0.00312,0.00208,0.0273,0.00622,0.0947,0.207
123.3,0.00385,6.02E-01,6.58E-02,0.000228,0.0304,0.000257,0,0.0869,0.00227,0.00139,0.188,0.0225,0.000235,0.000106,0.000028,0.0000504,0.0204,0.00922,0.0022,0.00221,0.00315,0.0021,0.0275,0.00628,0.0955,0.209
123.4,0.00386,6.01E-01,6.57E-02,0.000228,0.0303,0.000257,0,0.0869,0.00227,0.0014,0.189,0.0227,0.000238,0.000108,0.0000283,0.0000509,0.0206,0.00929,0.00222,0.00223,0.00318,0.00212,0.0277,0.00634,0.0963,0.211
123.5,0.00388,6.00E-01,6.55E-02,0.000227,0.0303,0.000256,0,0.0868,0.00227,0.00141,0.191,0.0229,0.00024,0.000109,0.0000286,0.0000514,0.0208,0.00937,0.00223,0.00224,0.00321,0.00214,0.0279,0.0064,0.0971,0.213
123.6,0.00389,5.98E-01,6.54E-02,0.000227,0.0302,0.000255,0,0.0868,0.00227,0.00142,0.192,0.0231,0.000242,0.00011,0.0000288,0.000052,0.021,0.00945,0.00225,0.00226,0.00324,0.00216,0.0282,0.00647,0.0979,0.214
123.7,0.0039,5.97E-01,6.52E-02,0.000226,0.0301,0.000255,0,0.0867,0.00227,0.00143,0.194,0.0234,0.000245,0.000111,0.0000291,0.0000525,0.0211,0.00953,0.00227,0.00228,0.00327,0.00218,0.0284,0.00653,0.0987,0.216
123.8,0.00391,5.95E-01,6.51E-02,0.000226,0.03,0.000254,0,0.0866,0.00227,0.00144,0.195,0.0236,0.000247,0.000112,0.0000294,0.000053,0.0213,0.0096,0.00229,0.0023,0.0033,0.0022,0.0286,0.00659,0.0995,0.218
123.9,0.00393,5.94E-01,6.49E-02,0.000225,0.03,0.000253,0,0.0865,0.00227,0.00144,0.197,0.0238,0.000249,0.000113,0.0000296,0.0000535,0.0215,0.00968,0.00231,0.00232,0.00334,0.00222,0.0288,0.00666,0.1,0.22
124.0,0.00394,5.92E-01,6.48E-02,0.000225,0.0299,0.000253,0,0.0865,0.00227,0.00145,0.199,0.0241,0.000252,0.000114,0.0000299,0.000054,0.0216,0.00976,0.00233,0.00234,0.00337,0.00225,0.0291,0.00672,0.101,0.221
124.1,0.00395,5.91E-01,6.46E-02,0.000224,0.0298,0.000252,0,0.0864,0.00228,0.00146,0.2,0.0243,0.000254,0.000115,0.0000302,0.0000545,0.0218,0.00984,0.00235,0.00235,0.0034,0.00227,0.0293,0.00679,0.102,0.223
124.2,0.00396,5.89E-01,6.45E-02,0.000224,0.0297,0.000251,0,0.0863,0.00228,0.00147,0.202,0.0245,0.000257,0.000116,0.0000305,0.0000551,0.022,0.00992,0.00237,0.00237,0.00343,0.00229,0.0295,0.00685,0.103,0.225
124.3,0.00398,5.88E-01,6.43E-02,0.000223,0.0296,0.000251,0,0.0863,0.00228,0.00148,0.203,0.0248,0.000259,0.000117,0.0000307,0.0000556,0.0222,0.01,0.00239,0.00239,0.00347,0.00231,0.0298,0.00692,0.104,0.227
124.4,0.00399,5.86E-01,6.41E-02,0.000223,0.0296,0.00025,0,0.0862,0.00228,0.00149,0.205,0.025,0.000261,0.000118,0.000031,0.0000561,0.0223,0.0101,0.0024,0.00241,0.0035,0.00233,0.03,0.00698,0.104,0.229
124.5,0.004,5.84E-01,6.40E-02,0.000222,0.0295,0.00025,0,0.0861,0.00228,0.0015,0.206,0.0252,0.000264,0.000119,0.0000313,0.0000566,0.0225,0.0102,0.00242,0.00243,0.00353,0.00236,0.0302,0.00705,0.105,0.23
124.6,0.00402,5.83E-01,6.38E-02,0.000222,0.0294,0.000249,0,0.086,0.00228,0.0015,0.208,0.0255,0.000266,0.00012,0.0000316,0.0000572,0.0227,0.0102,0.00244,0.00245,0.00357,0.00238,0.0305,0.00711,0.106,0.232
124.7,0.00403,5.81E-01,6.37E-02,0.000221,0.0293,0.000248,0,0.0859,0.00228,0.00151,0.21,0.0257,0.000269,0.000121,0.0000319,0.0000577,0.0229,0.0103,0.00246,0.00247,0.0036,0.0024,0.0307,0.00718,0.107,0.234
124.8,0.00404,5.80E-01,6.35E-02,0.00022,0.0293,0.000248,0,0.0859,0.00228,0.00152,0.211,0.0259,0.000271,0.000123,0.0000321,0.0000582,0.0231,0.0104,0.00248,0.00249,0.00363,0.00242,0.0309,0.00725,0.108,0.236
124.9,0.00406,5.78E-01,6.33E-02,0.00022,0.0292,0.000247,0,0.0858,0.00228,0.00153,0.213,0.0262,0.000274,0.000124,0.0000324,0.0000588,0.0232,0.0105,0.0025,0.0025,0.00367,0.00244,0.0312,0.00731,0.109,0.238
125.0,0.00407,5.77E-01,6.32E-02,0.000219,0.0291,0.000246,0,0.0857,0.00228,0.00154,0.215,0.0264,0.000276,0.000125,0.0000327,0.0000593,0.0234,0.0106,0.00252,0.00252,0.0037,0.00247,0.0314,0.00738,0.11,0.24
125.1,0.00408,5.75E-01,6.30E-02,0.000219,0.029,0.000246,0,0.0856,0.00228,0.00155,0.216,0.0267,0.000279,0.000126,0.000033,0.0000599,0.0236,0.0106,0.00254,0.00254,0.00374,0.00249,0.0317,0.00745,0.11,0.242
125.2,0.0041,5.74E-01,6.29E-02,0.000218,0.0289,0.000245,0,0.0855,0.00228,0.00156,0.218,0.0269,0.000281,0.000127,0.0000333,0.0000604,0.0238,0.0107,0.00256,0.00256,0.00377,0.00251,0.0319,0.00752,0.111,0.243
125.3,0.00411,5.72E-01,6.27E-02,0.000218,0.0289,0.000244,0,0.0854,0.00228,0.00156,0.219,0.0272,0.000284,0.000128,0.0000336,0.000061,0.024,0.0108,0.00258,0.00258,0.0038,0.00254,0.0321,0.00759,0.112,0.245
125.4,0.00412,5.71E-01,6.25E-02,0.000217,0.0288,0.000244,0,0.0853,0.00228,0.00157,0.221,0.0274,0.000286,0.000129,0.0000339,0.0000615,0.0241,0.0109,0.0026,0.0026,0.00384,0.00256,0.0324,0.00766,0.113,0.247
125.5,0.00414,5.69E-01,6.24E-02,0.000216,0.0287,0.000243,0,0.0852,0.00228,0.00158,0.223,0.0276,0.000289,0.00013,0.0000342,0.0000621,0.0243,0.011,0.00262,0.00262,0.00387,0.00258,0.0326,0.00773,0.114,0.249
125.6,0.00415,5.67E-01,6.22E-02,0.000216,0.0286,0.000242,0,0.0852,0.00228,0.00159,0.224,0.0279,0.000291,0.000132,0.0000345,0.0000627,0.0245,0.0111,0.00264,0.00264,0.00391,0.00261,0.0329,0.0078,0.115,0.251
125.7,0.00417,5.66E-01,6.21E-02,0.000215,0.0285,0.000241,0,0.0851,0.00228,0.0016,0.226,0.0281,0.000294,0.000133,0.0000348,0.0000632,0.0247,0.0111,0.00266,0.00266,0.00394,0.00263,0.0331,0.00787,0.116,0.253
125.8,0.00418,5.64E-01,6.19E-02,0.000215,0.0285,0.000241,0,0.085,0.00228,0.00161,0.228,0.0284,0.000297,0.000134,0.0000351,0.0000638,0.0249,0.0112,0.00268,0.00268,0.00398,0.00265,0.0334,0.00794,0.116,0.255
125.9,0.0042,5.63E-01,6.17E-02,0.000214,0.0284,0.00024,0,0.0849,0.00228,0.00162,0.229,0.0287,0.000299,0.000135,0.0000353,0.0000644,0.0251,0.0113,0.0027,0.0027,0.00402,0.00268,0.0336,0.00801,0.117,0.257
126.0,0.00421,5.61E-01,6.16E-02,0.000214,0.0283,0.000239,0,0.0848,0.00228,0.00162,0.231,0.0289,0.000302,0.000136,0.0000356,0.0000649,0.0253,0.0114,0.00272,0.00272,0.00405,0.0027,0.0338,0.00808,0.118,0.259
126.1,0.00423,5.59E-01,6.14E-02,0.000213,0.0282,0.000239,0,0.0847,0.00228,0.00163,0.233,0.0292,0.000304,0.000137,0.0000359,0.0000655,0.0254,0.0115,0.00274,0.00274,0.00409,0.00272,0.0341,0.00815,0.119,0.261
126.2,0.00424,5.58E-01,6.12E-02,0.000212,0.0281,0.000238,0,0.0846,0.00228,0.00164,0.235,0.0294,0.000307,0.000139,0.0000363,0.0000661,0.0256,0.0116,0.00276,0.00276,0.00412,0.00275,0.0343,0.00822,0.12,0.263
126.3,0.00426,5.56E-01,6.10E-02,0.000212,0.0281,0.000237,0,0.0845,0.00228,0.00165,0.236,0.0297,0.00031,0.00014,0.0000366,0.0000667,0.0258,0.0117,0.00278,0.00278,0.00416,0.00277,0.0346,0.00829,0.121,0.265
126.4,0.00427,5.55E-01,6.09E-02,0.000211,0.028,0.000237,0,0.0844,0.00228,0.00166,0.238,0.0299,0.000312,0.000141,0.0000369,0.0000672,0.026,0.0117,0.00281,0.0028,0.00419,0.0028,0.0348,0.00836,0.122,0.266
126.5,0.00429,5.53E-01,6.07E-02,0.000211,0.0279,0.000236,0,0.0842,0.00228,0.00167,0.24,0.0302,0.000315,0.000142,0.0000372,0.0000678,0.0262,0.0118,0.00283,0.00282,0.00423,0.00282,0.0351,0.00844,0.123,0.268
126.6,0.0043,5.51E-01,6.05E-02,0.00021,0.0278,0.000235,0,0.0842,0.00228,0.00168,0.241,0.0304,0.000318,0.000143,0.0000375,0.0000684,0.0264,0.0119,0.00285,0.00284,0.00427,0.00285,0.0353,0.00851,0.124,0.27
126.7,0.00432,5.50E-01,6.04E-02,0.00021,0.0277,0.000235,0,0.084,0.00228,0.00168,0.243,0.0307,0.00032,0.000145,0.0000378,0.000069,0.0266,0.012,0.00287,0.00286,0.0043,0.00287,0.0356,0.00858,0.125,0.272
126.8,0.00433,5.48E-01,6.02E-02,0.000209,0.0276,0.000234,0,0.0839,0.00228,0.00169,0.245,0.031,0.000323,0.000146,0.0000381,0.0000696,0.0268,0.0121,0.00289,0.00288,0.00434,0.00289,0.0358,0.00866,0.125,0.274
126.9,0.00435,5.46E-01,6.00E-02,0.000208,0.0276,0.000233,0,0.0838,0.00227,0.0017,0.247,0.0312,0.000326,0.000147,0.0000384,0.0000702,0.027,0.0122,0.00291,0.0029,0.00438,0.00292,0.0361,0.00873,0.126,0.276
127.0,0.00436,5.45E-01,5.98E-02,0.000208,0.0275,0.000232,0,0.0837,0.00227,0.00171,0.248,0.0315,0.000328,0.000148,0.0000387,0.0000708,0.0272,0.0123,0.00293,0.00292,0.00442,0.00294,0.0364,0.00881,0.127,0.278
127.1,0.00438,5.43E-01,5.97E-02,0.000207,0.0274,0.000232,0,0.0836,0.00227,0.00172,0.25,0.0318,0.000331,0.000149,0.000039,0.0000714,0.0274,0.0124,0.00295,0.00294,0.00445,0.00297,0.0366,0.00888,0.128,0.28
127.2,0.0044,5.41E-01,5.95E-02,0.000207,0.0273,0.000231,0,0.0835,0.00227,0.00173,0.252,0.032,0.000334,0.000151,0.0000393,0.000072,0.0276,0.0124,0.00297,0.00296,0.00449,0.00299,0.0369,0.00895,0.129,0.282
127.3,0.00441,5.40E-01,5.93E-02,0.000206,0.0272,0.00023,0,0.0834,0.00227,0.00173,0.254,0.0323,0.000337,0.000152,0.0000397,0.0000726,0.0278,0.0125,0.003,0.00298,0.00453,0.00302,0.0371,0.00903,0.13,0.284
127.4,0.00443,5.38E-01,5.92E-02,0.000205,0.0271,0.00023,0,0.0832,0.00227,0.00174,0.255,0.0326,0.000339,0.000153,0.00004,0.0000732,0.028,0.0126,0.00302,0.003,0.00456,0.00304,0.0374,0.0091,0.131,0.286
127.5,0.00445,5.36E-01,5.90E-02,0.000205,0.0271,0.000229,0,0.0831,0.00227,0.00175,0.257,0.0328,0.000342,0.000154,0.0000403,0.0000738,0.0281,0.0127,0.00304,0.00302,0.0046,0.00307,0.0376,0.00918,0.132,0.289
127.6,0.00446,5.35E-01,5.88E-02,0.000204,0.027,0.000228,0,0.083,0.00227,0.00176,0.259,0.0331,0.000345,0.000156,0.0000406,0.0000744,0.0283,0.0128,0.00306,0.00305,0.00464,0.00309,0.0379,0.00925,0.133,0.291
127.7,0.00448,5.33E-01,5.86E-02,0.000203,0.0269,0.000228,0,0.0829,0.00227,0.00177,0.261,0.0334,0.000348,0.000157,0.0000409,0.000075,0.0285,0.0129,0.00308,0.00307,0.00468,0.00312,0.0382,0.00933,0.134,0.293
127.8,0.0045,5.31E-01,5.85E-02,0.000203,0.0268,0.000227,0,0.0828,0.00227,0.00177,0.262,0.0336,0.000351,0.000158,0.0000412,0.0000756,0.0287,0.013,0.0031,0.00309,0.00472,0.00314,0.0384,0.0094,0.135,0.295
127.9,0.00451,5.30E-01,5.83E-02,0.000202,0.0267,0.000226,0,0.0826,0.00227,0.00178,0.264,0.0339,0.000353,0.000159,0.0000416,0.0000762,0.0289,0.0131,0.00312,0.00311,0.00475,0.00317,0.0387,0.00948,0.136,0.297
128.0,0.00453,5.28E-01,5.81E-02,0.000202,0.0266,0.000225,0,0.0825,0.00227,0.00179,0.266,0.0342,0.000356,0.000161,0.0000419,0.0000768,0.0291,0.0132,0.00315,0.00313,0.00479,0.0032,0.0389,0.00956,0.137,0.299
128.1,0.00455,5.26E-01,5.79E-02,0.000201,0.0266,0.000225,0,0.0824,0.00227,0.0018,0.268,0.0345,0.000359,0.000162,0.0000422,0.0000775,0.0293,0.0133,0.00317,0.00315,0.00483,0.00322,0.0392,0.00963,0.138,0.301
128.2,0.00457,5.25E-01,5.77E-02,0.0002,0.0265,0.000224,0,0.0823,0.00227,0.00181,0.27,0.0347,0.000362,0.000163,0.0000425,0.0000781,0.0295,0.0134,0.00319,0.00317,0.00487,0.00325,0.0395,0.00971,0.139,0.303
128.3,0.00458,5.23E-01,5.76E-02,0.0002,0.0264,0.000223,0,0.0821,0.00226,0.00181,0.271,0.035,0.000365,0.000164,0.0000429,0.0000787,0.0297,0.0134,0.00321,0.00319,0.00491,0.00327,0.0397,0.00979,0.139,0.305
128.4,0.0046,5.21E-01,5.74E-02,0.000199,0.0263,0.000222,0,0.082,0.00226,0.00182,0.273,0.0353,0.000368,0.000166,0.0000432,0.0000793,0.0299,0.0135,0.00323,0.00321,0.00495,0.0033,0.04,0.00986,0.14,0.307
128.5,0.00462,5.20E-01,5.72E-02,0.000199,0.0262,0.000222,0,0.0819,0.00226,0.00183,0.275,0.0356,0.00037,0.000167,0.0000435,0.00008,0.0301,0.0136,0.00326,0.00324,0.00499,0.00332,0.0403,0.00994,0.141,0.309
128.6,0.00464,5.18E-01,5.70E-02,0.000198,0.0261,0.000221,0,0.0817,0.00226,0.00184,0.277,0.0358,0.000373,0.000168,0.0000438,0.0000806,0.0303,0.0137,0.00328,0.00326,0.00503,0.00335,0.0405,0.01,0.142,0.311
128.7,0.00465,5.16E-01,5.69E-02,0.000197,0.026,0.00022,0,0.0816,0.00226,0.00185,0.279,0.0361,0.000376,0.00017,0.0000442,0.0000812,0.0306,0.0138,0.0033,0.00328,0.00507,0.00338,0.0408,0.0101,0.143,0.313
128.8,0.00467,5.14E-01,5.67E-02,0.000197,0.026,0.00022,0,0.0815,0.00226,0.00185,0.281,0.0364,0.000379,0.000171,0.0000445,0.0000818,0.0308,0.0139,0.00332,0.0033,0.00511,0.0034,0.0411,0.0102,0.144,0.315
128.9,0.00469,5.13E-01,5.65E-02,0.000196,0.0259,0.000219,0,0.0813,0.00226,0.00186,0.282,0.0367,0.000382,0.000172,0.0000448,0.0000825,0.031,0.014,0.00335,0.00332,0.00514,0.00343,0.0413,0.0103,0.145,0.318
129.0,0.00471,5.11E-01,5.63E-02,0.000195,0.0258,0.000218,0,0.0812,0.00226,0.00187,0.284,0.037,0.000385,0.000173,0.0000452,0.0000831,0.0312,0.0141,0.00337,0.00334,0.00518,0.00346,0.0416,0.0103,0.146,0.32
129.1,0.00473,5.09E-01,5.61E-02,0.000195,0.0257,0.000217,0,0.081,0.00226,0.00188,0.286,0.0373,0.000388,0.000175,0.0000455,0.0000838,0.0314,0.0142,0.00339,0.00337,0.00522,0.00348,0.0419,0.0104,0.147,0.322
129.2,0.00475,5.08E-01,5.60E-02,0.000194,0.0256,0.000217,0,0.0809,0.00226,0.00189,0.288,0.0375,0.000391,0.000176,0.0000458,0.0000844,0.0316,0.0143,0.00341,0.00339,0.00526,0.00351,0.0421,0.0105,0.148,0.324
129.3,0.00477,5.06E-01,5.58E-02,0.000194,0.0255,0.000216,0,0.0808,0.00225,0.00189,0.29,0.0378,0.000394,0.000177,0.0000462,0.000085,0.0318,0.0144,0.00344,0.00341,0.0053,0.00354,0.0424,0.0106,0.149,0.326
129.4,0.00479,5.04E-01,5.56E-02,0.000193,0.0254,0.000215,0,0.0806,0.00225,0.0019,0.292,0.0381,0.000397,0.000179,0.0000465,0.0000857,0.032,0.0145,0.00346,0.00343,0.00534,0.00356,0.0427,0.0107,0.15,0.328
129.5,0.00481,5.02E-01,5.54E-02,0.000192,0.0253,0.000214,0,0.0805,0.00225,0.00191,0.293,0.0384,0.000399,0.00018,0.0000468,0.0000863,0.0322,0.0146,0.00348,0.00345,0.00538,0.00359,0.043,0.0107,0.151,0.33
129.6,0.00483,5.01E-01,5.52E-02,0.000192,0.0253,0.000214,0,0.0803,0.00225,0.00192,0.295,0.0387,0.000402,0.000181,0.0000472,0.000087,0.0324,0.0147,0.0035,0.00347,0.00542,0.00362,0.0432,0.0108,0.152,0.332
129.7,0.00485,4.99E-01,5.50E-02,0.000191,0.0252,0.000213,0,0.0802,0.00225,0.00192,0.297,0.039,0.000405,0.000183,0.0000475,0.0000876,0.0326,0.0147,0.00353,0.0035,0.00546,0.00364,0.0435,0.0109,0.153,0.335
129.8,0.00487,4.97E-01,5.49E-02,0.00019,0.0251,0.000212,0,0.08,0.00225,0.00193,0.299,0.0393,0.000408,0.000184,0.0000478,0.0000883,0.0328,0.0148,0.00355,0.00352,0.00551,0.00367,0.0438,0.011,0.154,0.337
129.9,0.00489,4.95E-01,5.47E-02,0.00019,0.025,0.000211,0,0.0799,0.00225,0.00194,0.301,0.0395,0.000411,0.000185,0.0000482,0.0000889,0.033,0.0149,0.00357,0.00354,0.00555,0.0037,0.0441,0.0111,0.155,0.339
130.0,0.00491,4.94E-01,5.45E-02,0.000189,0.0249,0.000211,0,0.0797,0.00224,0.00195,0.303,0.0398,0.000414,0.000187,0.0000485,0.0000896,0.0332,0.015,0.0036,0.00356,0.00559,0.00372,0.0443,0.0111,0.156,0.341
130.5,0.00501,4.85E-01,5.36E-02,0.000186,0.0245,0.000207,0,0.079,0.00224,0.00198,0.312,0.0413,0.000429,0.000193,0.0000502,0.0000929,0.0343,0.0155,0.00371,0.00367,0.00579,0.00386,0.0457,0.0115,0.161,0.352
131.0,0.00512,4.76E-01,5.26E-02,0.000183,0.024,0.000203,0,0.0782,0.00223,0.00202,0.322,0.0428,0.000444,0.0002,0.0000519,0.0000962,0.0354,0.016,0.00383,0.00379,0.006,0.004,0.0471,0.012,0.166,0.363
131.5,0.00523,4.67E-01,5.17E-02,0.000179,0.0236,0.000199,0,0.0773,0.00222,0.00205,0.331,0.0442,0.000459,0.000207,0.0000537,0.0000995,0.0364,0.0165,0.00394,0.0039,0.00621,0.00414,0.0485,0.0124,0.171,0.374
132.0,0.00535,4.58E-01,5.07E-02,0.000176,0.0231,0.000196,0,0.0765,0.00221,0.00209,0.341,0.0457,0.000475,0.000214,0.0000554,0.000103,0.0375,0.017,0.00406,0.00401,0.00641,0.00428,0.0499,0.0128,0.176,0.385
132.5,0.00548,4.49E-01,4.98E-02,0.000173,0.0227,0.000192,0,0.0756,0.00219,0.00212,0.351,0.0472,0.00049,0.000221,0.0000571,0.000106,0.0386,0.0175,0.00418,0.00413,0.00662,0.00442,0.0514,0.0132,0.181,0.396
133.0,0.0056,4.40E-01,4.88E-02,0.000169,0.0222,0.000188,0,0.0747,0.00218,0.00215,0.361,0.0487,0.000505,0.000227,0.0000589,0.00011,0.0397,0.018,0.0043,0.00424,0.00683,0.00456,0.0528,0.0136,0.187,0.408
133.5,0.00574,4.31E-01,4.78E-02,0.000166,0.0218,0.000184,0,0.0737,0.00217,0.00218,0.37,0.0502,0.000521,0.000234,0.0000606,0.000113,0.0408,0.0185,0.00443,0.00436,0.00705,0.0047,0.0542,0.014,0.192,0.419
